time_sec,Amusement,Anger,Disgust,Fear,Inspiration,Joy,Sadness,Tenderness,prob_Amusement,prob_Anger,prob_Disgust,prob_Fear,prob_Inspiration,prob_Joy,prob_Sadness,prob_Tenderness
0.0390625,False,False,True,False,False,False,False,False,0.10972121430333458,0.0028047694440962337,0.810756436013341,0.00037958262824166274,0.040363217806939154,0.00762410326737625,0.020726252854525902,0.007624423682145251
0.078125,False,False,True,False,False,False,False,False,0.005999639659869884,0.031756221624272926,0.6379190896416045,0.00029866997211926534,0.0008118792465502375,0.0863322472053065,0.00220695840661183,0.23467529424366487
0.1171875,True,False,False,False,False,False,False,False,0.4579950549600088,0.0015844353811181324,0.16848620502504436,0.0015844317128588397,0.1684813401131513,0.03182437243927459,0.0015844755339755152,0.16845968483456847
0.15625,True,False,False,False,False,False,False,False,0.6479283351728881,0.0008245821708852027,0.08768745933850826,0.0003033461621234142,0.2383591414282367,0.01656275620855756,0.006092930671956427,0.0022414488468443638
0.1953125,False,False,True,False,False,False,False,False,0.2346761959844035,0.0008118413368659231,0.6379160887508096,0.0002986580562657478,0.08633221199855318,0.03175940237308575,0.005998795895108649,0.0022068056049075607
0.234375,True,False,False,False,False,False,False,False,0.31495776249985596,0.0010895653985616,0.3149575981460599,0.0004008275429692784,0.3149571657613896,0.04262447312256827,0.008050865319113332,0.002961742209482056
0.2734375,True,False,False,False,False,False,False,False,0.3149578052243815,0.0010895699527369168,0.31495769810029617,0.0004008278450311427,0.3149572065189809,0.04262425341364727,0.008050891388548575,0.0029617475563775055
0.3125,False,False,True,False,False,False,False,False,0.1097230846542978,0.007624286365804026,0.8107541434248873,0.0003795780290136714,0.020725210889393636,0.04036481091630756,0.007624137507067283,0.002804748213228779
0.3515625,True,False,False,False,False,False,False,False,0.2608278301729439,0.006667457298082899,0.0959523765481259,0.0009023207421663367,0.2607767637655589,0.2608248885686078,0.09592249492531978,0.018125867979194396
0.390625,True,False,False,False,False,False,False,False,0.33835804334635766,0.0011708016633257701,0.06393660087911868,0.3384277321487186,0.045799785411252944,0.12449468104856287,0.06429358323444592,0.023518772268217573
0.4296875,True,False,False,False,False,False,False,False,0.32709126136745775,0.003075943415349773,0.3270952138658174,0.0030759194507969786,0.32709284434143304,0.0011315820910785062,0.008361258331632515,0.0030759771364339563
0.46875,True,False,False,False,False,False,False,False,0.638113344960322,0.002207500986437163,0.23474878656735323,0.00029875144786628387,0.08635856343779899,0.002207499870282222,0.03176945583904822,0.0042960968908917156
0.5078125,True,False,False,False,False,False,False,False,0.6538482123492797,0.006148649352357553,0.08848801149760664,0.0003061189584429892,0.24053642830781,0.006148614768265514,0.002262030066387984,0.0022619346998494815
0.546875,True,False,False,False,False,False,False,False,0.4079181011472068,0.010427262637625428,0.15006062397655404,0.010427351384663285,0.40791683098892534,0.010427446862653752,0.0014112214481121189,0.0014111615542592004
0.5859375,False,False,False,False,True,False,False,False,0.029305163026541126,0.0020362995260829833,0.21654210273869684,0.04090156864560173,0.5886179907824123,0.07965584055327977,0.04090474375161828,0.0020362909757670857
0.625,False,False,False,False,True,False,False,False,0.0009730572431371177,0.0026450661154706558,0.10347642990833036,0.002645045492101886,0.7645937811722066,0.1034764367935984,0.019545128805867805,0.0026450544692872015
0.6640625,False,False,False,False,False,True,False,False,0.015626564823997255,0.015618156740403039,0.08268766848543467,0.04245570913013468,0.2247672926849437,0.6109853965979357,0.005745553800574212,0.0021136577365767307
0.703125,True,False,False,False,False,False,False,False,0.5110109100931168,0.004805426301892125,0.06915660760101991,0.187988275560493,0.1879909497485151,0.03551219918987831,0.0017678193572391576,0.0017678121478453858
0.7421875,False,False,False,False,True,False,False,False,0.22476677548940274,0.015618147769981786,0.08268760494899957,0.015618808756293186,0.6109905221378183,0.0424588847282627,0.0021136835441742173,0.005745572625067507
0.78125,True,False,False,False,False,False,False,False,0.3417875189573106,0.008736741234141945,0.02374934791519864,0.34176904428711835,0.1257358642692134,0.12573305987837335,0.02375157698642546,0.008736846472218346
0.8203125,True,False,False,False,False,False,False,False,0.6544388494361165,0.0061542251711838945,0.08856801574482641,0.002263995605344868,0.24075441822427404,0.006154751753840213,0.0008328736704041953,0.0008328703940098225
0.859375,True,False,False,False,False,False,False,False,0.690384744538149,0.0008786127516650341,0.25397809422469014,0.0003232223912589609,0.0176511488300141,0.017647547913435428,0.01264451531810447,0.006492114032682818
0.8984375,True,False,False,False,False,False,False,False,0.6379159692739231,0.0008118411432182916,0.08633248746777679,0.0002986578861075524,0.23467589243923678,0.03175953175912316,0.005998808968341529,0.002206811062272642
0.9375,True,False,False,False,False,False,False,False,0.4218606589919993,0.0014593846686421815,0.4218609056961487,0.0005368764712537183,0.05709245306767135,0.010783711020891495,0.0570924344390884,0.029313575644304878
0.9765625,False,False,False,False,False,True,False,False,0.002849008551785575,0.007744234604145713,0.11145053418511144,0.002848892119588803,0.04099941386922432,0.8235148953321217,0.007744128426450307,0.002848892911572069
1.015625,False,False,False,True,False,False,False,False,0.230634624196716,0.005895561990407676,0.04356527172890572,0.6269272713851831,0.03121295935718722,0.002168833306323261,0.04356812296597885,0.016027355069298012
1.0546875,False,False,False,True,False,False,False,False,0.10429134756643575,0.0026658961458272097,0.007246676065001865,0.7706116571942774,0.007247020358330088,0.002665924273031316,0.0009807268048592868,0.10429075159223719
1.09375,True,False,False,False,False,False,False,False,0.40962348557766526,0.003852131530884774,0.4096219005782542,0.0014170704032164462,0.15069098597258979,0.01047108618937143,0.0038520384068284497,0.010471301341189669
1.1328125,False,False,False,False,False,False,False,True,0.029301073740818636,0.040896819113334995,0.21652013620348118,0.0007490329190173209,0.015044853381635874,0.07962487278795378,0.02930190536524193,0.5885613064885162
1.171875,False,False,False,False,False,True,False,False,0.10095624806387742,0.00034925389548657893,0.03714004885834833,0.10095503641031302,0.0025807012192673737,0.7459774299118761,0.007015079539827007,0.005026202101004203
1.2109375,False,False,False,False,True,False,False,False,0.025437347483494226,0.004804895443393419,0.18797058947183676,0.013061075912141281,0.5109575591972975,0.06914942055854015,0.18796884277657092,0.0006502691567258029
1.25,False,False,True,False,False,False,False,False,0.10119842513755391,0.007032415382995476,0.7478104392311457,0.0025869945279250323,0.037230875704090574,0.002587061632764945,0.10120367838550795,0.00035010999801646594
1.2890625,False,False,False,False,True,False,False,False,0.07322893550665051,0.037601574465686856,0.19905676561820562,0.0018719083033267368,0.5410982908975384,0.07322856159997568,0.07322533492578194,0.0006886286828342563
1.328125,True,False,False,False,False,False,False,False,0.32305763925480563,0.0030379452436734137,0.3230558902160641,0.00041113722544871016,0.32305748554385555,0.016084002089599665,0.008257983049153816,0.0030379173773990636
1.3671875,True,False,False,False,False,False,False,False,0.31495783678994826,0.001089567890575625,0.3149576283946231,0.0004008279009669293,0.3149568019725597,0.042624642555449635,0.008050952180076548,0.002961742315800243
1.40625,False,False,False,False,False,True,False,False,0.1711640347936689,0.000592128012982543,0.171164186427265,0.004375267585836124,0.1711631918480781,0.46527263454611384,0.004375266114065836,0.01189329067198981
1.4453125,False,False,True,False,False,False,False,False,0.05167420775005804,0.019009853837770808,0.27358276590173797,0.27356717022886445,0.2735816562818835,0.10064420206198366,0.0009464365403361518,0.006993707397365439
1.484375,False,False,False,False,True,False,False,False,0.001755257138583496,0.03526545023042834,0.012970077493931885,0.18665589175372804,0.507384289564896,0.1866565721719143,0.0006457231917964886,0.0686667384547215
1.5234375,False,False,False,True,False,False,False,False,0.01029479127408401,0.003787258685939086,0.02798453255002044,0.40273517003923576,0.14815918711485332,0.4027390629417648,0.0005125447011379791,0.0037874526929646416
