time_sec,Amusement,Anger,Disgust,Fear,Inspiration,Joy,Sadness,Tenderness,prob_Amusement,prob_Anger,prob_Disgust,prob_Fear,prob_Inspiration,prob_Joy,prob_Sadness,prob_Tenderness
0.0390625,False,True,False,False,False,False,False,False,0.013825860092178469,0.5407963572303317,0.026851453493084224,0.19878765721131458,0.1989436780459887,0.001871147019595089,0.00508660116247521,0.013837245745032072
0.078125,False,False,False,False,True,False,False,False,0.04816713766121526,0.0008788974057998677,0.0934271606833737,0.09340677258217468,0.25398883440943215,0.25377444151570544,0.0023891891979892074,0.2539675665443097
0.1171875,True,False,False,False,False,False,False,False,0.6737738281241179,0.0003155508383736645,0.03352069875192091,0.03353171822929329,0.24785729182738683,0.0023313195275496404,0.002331440077234974,0.006338152624122669
0.15625,True,False,False,False,False,False,False,False,0.40923864112570424,0.0038592125221767475,0.010499151923556636,0.15063849452930583,0.0014189747506869752,0.010496153313043297,0.0038584921256848616,0.40999087970984144
0.1953125,False,False,False,False,False,False,False,True,0.09355584943066653,0.017974708430820135,0.09423707084074381,0.048708738396509695,0.034679681024240724,0.006566534314134579,0.006566977046128866,0.6977104405167556
0.234375,False,False,False,False,True,False,False,False,0.03175792235358077,0.0022084104110534505,0.0008122686737676196,0.006004228171117619,0.6381096579443873,0.2347424024079833,0.08606629249433226,0.000298817543777555
0.2734375,True,False,False,False,False,False,False,False,0.6480003114086419,0.00030362334080442287,0.016607579905828885,0.00610813704494205,0.08759778725625401,0.002243865080828688,0.000825375492513193,0.23831332047018705
0.3125,True,False,False,False,False,False,False,False,0.836210462108412,0.0028979893432953254,0.04157730365634504,0.01528524427725884,0.058570703900261194,0.0010644993400689136,0.0028945584515853557,0.041499238922773365
0.3515625,True,False,False,False,False,False,False,False,0.8021288322915855,0.03952717186242838,0.10836183887274807,0.0003756618575476068,0.02051167833217354,0.0010210072598297905,0.0075526334365821676,0.020521176087104943
0.390625,True,False,False,False,False,False,False,False,0.40111773770119696,0.0005108160005172187,0.010264544071109142,0.4010799998626013,0.0013892077500529108,0.14745325827162867,0.010263487379305587,0.02792094896358824
0.4296875,False,False,False,False,True,False,False,False,0.006444054869851577,0.2511033901654535,0.0008700451645754942,0.03394809416525714,0.6833459143994486,0.01748133436837457,0.006487158081396199,0.00032000878564292793
0.46875,False,False,False,False,True,False,False,False,0.25136824050687984,0.00643396067005862,0.004598657487447312,0.002365156879819918,0.6834296494961623,0.017476218593242714,0.03400806686309452,0.0003200495032948753
0.5078125,True,False,False,False,False,False,False,False,0.830267404741227,0.001057200948864547,0.021303026875001872,0.00781540471634183,0.021573026573111106,0.11223340493116422,0.0028756422691168493,0.002874888945172588
0.546875,False,False,True,False,False,False,False,False,0.2407464980654973,0.0008336625437454091,0.6544719694903796,0.006156790750065869,0.0008331342883456679,0.08853705423632259,0.0022648202340584643,0.006156070391585012
0.5859375,True,False,False,False,False,False,False,False,0.6380775033389677,0.0008123501376942856,0.23468514059598988,0.0060037603360304816,0.002208581478830778,0.08635158618122325,0.0002988309210738624,0.031562247010189705
0.625,True,False,False,False,False,False,False,False,0.39953741062366877,0.0037592313238271474,0.001382624607094461,0.3994779899572091,0.019834207131016565,0.14685026449332148,0.0013827253512397253,0.027775546512622543
0.6640625,False,False,False,True,False,False,False,False,0.027772237665128863,0.0005061758295433217,0.14618363261378386,0.39737356526620954,0.010175909446352426,0.019232395050387673,0.39738002429715075,0.0013760598314436164
0.703125,False,False,False,True,False,False,False,False,0.0064298113585084665,0.006509481382693342,0.2512446532425569,0.6830173931501943,0.002364688249537897,0.002364525767038309,0.047749484317584495,0.0003199625318863485
0.7421875,True,False,False,False,False,False,False,False,0.6479666036464402,0.0008250277560931725,0.23838142285200442,0.0060993375223684435,0.016575962355600514,0.002243156670725439,0.08760499994213579,0.0003034892546319446
0.78125,False,False,True,False,False,False,False,False,0.0863910564480281,0.0008135960962285006,0.6386024499625665,0.031779418956098045,0.006008577538876749,0.0008130020158459721,0.23477875223445574,0.0008131467479003946
0.8203125,False,True,False,False,False,False,False,False,0.0037776329037985264,0.40123473499638057,0.007343378078297307,0.1475858902232396,0.02796921275079216,0.0005110706344544141,0.4013089644217841,0.010269115991253235
0.859375,True,False,False,False,False,False,False,False,0.6170804785429861,0.08306338857372941,0.08343910972751362,0.0007864521562420622,0.0429707487651276,0.005813506852059839,0.08348390591260223,0.08336240946973919
0.8984375,True,False,False,False,False,False,False,False,0.8812456195236613,0.0030544729169113163,0.043868469413682026,0.008294967836992023,0.00829423011975097,0.008332988172378807,0.043857125590880765,0.003052126425742786
0.9375,False,True,False,False,False,False,False,False,0.07016337018944886,0.518352860335057,0.1906999840268332,0.0017943772529870384,0.013262794406088827,0.013260099542287594,0.19067149445963985,0.0017950197876578145
0.9765625,True,False,False,False,False,False,False,False,0.8119684049517581,0.03976892954829809,0.040393490823073246,0.0003802608013538911,0.05839807117761231,0.0010336370867649908,0.04041367821144536,0.007643527399693882
1.015625,False,False,False,False,False,False,False,True,0.10024185316461341,0.006973019542048684,0.000943389830535029,0.00034699303355157176,0.10024880184602859,0.013547662502248526,0.036836400523759555,0.7408618795572146
1.0546875,True,False,False,False,False,False,False,False,0.5923008657349608,0.01517956451114082,0.217908031312552,0.005571454185029012,0.0007540311856523697,0.04117256882379729,0.11196369308798536,0.015149791158882372
1.09375,False,False,False,False,True,False,False,False,0.02179931764397248,0.0593723066858537,0.0015209775386917815,0.004133875967133987,0.4392970698708187,0.030597107606962146,0.4391399536081832,0.004139391078384102
1.1328125,True,False,False,False,False,False,False,False,0.38721079718574336,0.0013403698970052042,0.009904749348440276,0.1424422842391617,0.3870131827688562,0.052322990952514234,0.0004929571222188557,0.019272668486060098
1.171875,False,False,True,False,False,False,False,False,0.003815480662250534,0.003810836817696716,0.4050630434833176,0.028157715635057846,0.14898970157778182,0.0038146717696022217,0.0014017594020781618,0.4049467906522151
1.2109375,True,False,False,False,False,False,False,False,0.635743253632963,0.0008097729012764218,0.23272462387298623,0.00081005010337234,0.000809520166251494,0.08592699435470581,0.011594258546117682,0.031581526422327144
1.25,True,False,False,False,False,False,False,False,0.3418147697491606,0.02379944806903951,0.008745746647293476,0.008744585299373985,0.02378703257983218,0.12573785899384812,0.1255782336715025,0.34179232498994955
1.2890625,False,False,False,False,False,False,False,True,0.08642109037681328,0.002214139188156169,0.002213475080039974,0.00029954386428274904,0.2352646513649692,0.03180051002602694,0.002213824216447068,0.6395727658832645
1.328125,False,False,False,False,False,False,False,True,0.22477707053887344,0.015657635646745157,0.015644926221275304,0.08259908437265767,0.005752194577391674,0.04257208722016393,0.0021155889966687196,0.6108814124262242
1.3671875,False,False,True,False,False,False,False,False,0.24485864333113044,0.00031184705565687415,0.6658415853660724,0.006264304466781967,0.046472621078359734,0.002304858658856054,0.03309798694224635,0.0008481531008959438
1.40625,False,False,True,False,False,False,False,False,0.24959252358593292,0.0003177539993501081,0.6784921315067047,0.047172070146298845,0.0023484046747146983,0.002347713891295959,0.002348283942847584,0.017381118252854984
1.4453125,True,False,False,False,False,False,False,False,0.8389067418564279,0.007982605434094207,0.04174544100068302,0.007914630372519367,0.05843739941276592,0.0029034130304356758,0.0003929834882000039,0.04171678540487395
1.484375,True,False,False,False,False,False,False,False,0.7719773182374304,0.007272249994234458,0.002671677652694699,0.0009831349881830025,0.10443545020209477,0.007270378324196321,0.002673346239506003,0.10271644436166026
1.5234375,True,False,False,False,False,False,False,False,0.6831409302839987,0.0003200905571045331,0.0023654860110699405,0.006463819121734604,0.25133114319847294,0.047578966131759534,0.0023661661835205454,0.006433398512339307
1.5625,True,False,False,False,False,False,False,False,0.41495720808143505,0.05608386001567933,0.0005282653546960103,0.02934229884991214,0.41497022687878665,0.001435966776233555,0.0787773953251805,0.0039047787180766123
1.6015625,True,False,False,False,False,False,False,False,0.687445377758021,0.017584337731914534,0.002379286372909412,0.0023798592216140555,0.25287933153062964,0.000875127695508893,0.002379153480529639,0.03407752620887304
1.640625,True,False,False,False,False,False,False,False,0.8278392729493458,0.001054352260241582,0.11190238224225536,0.021372684399210144,0.02119542564573756,0.007789169936209418,0.0010542719970528848,0.007792440569947211
1.6796875,False,False,False,True,False,False,False,False,0.03355464287905221,0.002338435573327835,0.2480455157629233,0.6744291241049093,0.0008587253705929024,0.033548598142567984,0.0008588170730037613,0.006366141093622547
1.71875,True,False,False,False,False,False,False,False,0.28226993367382186,0.01968501913772888,0.10385237164185451,0.28241517589296694,0.019654100286197674,0.2822406616419702,0.007225434181724706,0.0026573035437352137
1.7578125,True,False,False,False,False,False,False,False,0.36079438839238354,0.0012486373088742811,0.36081913064106347,0.13267658439648317,0.13273024660813829,0.009233991885959789,0.00124851980424827,0.0012485009628493183
1.796875,False,False,True,False,False,False,False,False,0.002277319746115595,0.006166863119068836,0.6553641691481953,0.2396726089305307,0.08868483668544816,0.0008342840953442773,0.006165607831486797,0.0008343104438103153
1.8359375,False,False,True,False,False,False,False,False,0.042727410237411736,0.001096657659790747,0.31639119521669984,0.3163490546470041,0.001095108162769539,0.3163856875915469,0.00297751918536629,0.0029773672994109403
