time_sec,pred_label,Amusement,Anger,Disgust,Fear,Inspiration,Joy,Sadness,Tenderness,prob_Amusement,prob_Anger,prob_Disgust,prob_Fear,prob_Inspiration,prob_Joy,prob_Sadness,prob_Tenderness
0.0390625,Amusement,True,False,False,False,False,False,False,False,0.3602984242923406,0.003388179755112042,0.36030085663229416,0.0004585352762638914,0.13254412271251603,0.001246431800870559,0.13254660710825128,0.00921684242235146
0.078125,Amusement,True,False,False,False,False,False,False,False,0.40273525669910726,0.0037872290273250706,0.14815830219718723,0.0005125400987853722,0.02798695405663496,0.0037872175055115908,0.4027351107155864,0.010297389699862065
0.1171875,Amusement,True,False,False,False,False,False,False,False,0.5049218282317007,0.000642605282444711,0.1857514322622783,0.0017467621483546623,0.012907219594880129,0.0953724108159026,0.1857489638636562,0.012908777800782695
0.15625,Fear,False,False,False,True,False,False,False,False,0.0038542849331550345,0.003853324559839397,0.010478501730504212,0.4095409181384815,0.4096720282740853,0.0014174945317853974,0.01048381216100007,0.150699635671149
0.1953125,Amusement,True,False,False,False,False,False,False,False,0.4934845299679104,0.004641514735309647,0.06678463269756639,0.0006280670992098944,0.1815171417831933,0.004641359595613479,0.18153876045125497,0.06676399366994196
0.234375,Amusement,True,False,False,False,False,False,False,False,0.40108122846070837,0.0013875509702003404,0.14755040173057435,0.0005104423988467959,0.027880950774173872,0.0102527430402051,0.40108158038026037,0.010255102245030885
0.2734375,Amusement,True,False,False,False,False,False,False,False,0.41134482870368955,0.0038686508080887343,0.15132735028473965,0.00386843278788739,0.010516271410677522,0.0038685500341975507,0.4113373471057578,0.00386856886496165
0.3125,Sadness,False,False,False,False,False,False,True,False,0.054705500481184235,0.07645091776563696,0.05470852596681627,0.000514501646111577,0.0038020299515413476,0.0013986084707597595,0.40423435723532564,0.4041855584826241
0.3515625,Sadness,False,False,False,False,False,False,True,False,0.24786425515938346,0.0003154804452991835,0.03354622127104962,0.002331124357195264,0.0063365741066314756,0.002331130552074139,0.6737803167775203,0.033494897330846554
0.390625,Inspiration,False,False,False,False,True,False,False,False,0.007646917905052264,0.0003799651883896139,0.04025737014572111,0.10934990456277938,0.8111452452435088,0.0076451341617475195,0.0028095016727418803,0.0207659611200593
0.4296875,Sadness,False,False,False,False,False,False,True,False,0.18439815186417033,0.03485991246960609,0.024959849508244022,0.0006381223193161719,0.0676917334153106,0.0017346894166939888,0.5013062608151488,0.18441128019150996
0.46875,Amusement,True,False,False,False,False,False,False,False,0.36030710171704566,0.0012466302082608407,0.3603064882477284,0.0004585655902278378,0.1325372128204553,0.009211045333193422,0.13254096072709615,0.003391995355992467
0.5078125,Sadness,False,False,False,False,False,False,True,False,0.25043811171201125,0.002355234228100975,0.03389348494429156,0.00031872821009332696,0.01740269525515027,0.002355138433395669,0.6807695099742951,0.012467097242661776
0.546875,Amusement,True,False,False,False,False,False,False,False,0.3216263661453393,0.0011126536082189016,0.3216270246613113,0.00040931788625216744,0.022353634507271458,0.008221529466151694,0.32162486831868037,0.0030246054067749155
0.5859375,Amusement,True,False,False,False,False,False,False,False,0.3603028331683851,0.0012464461306835946,0.36030327575259635,0.0004585387820337595,0.13254290688865783,0.00921023157582973,0.13254752450430926,0.0033882431975042937
0.625,Amusement,True,False,False,False,False,False,False,False,0.32162685796027185,0.0011126457408208593,0.32162717146711967,0.00040931682373016433,0.02235156899929103,0.008221408905204307,0.321626529223141,0.0030245008804209877
0.6640625,Amusement,True,False,False,False,False,False,False,False,0.3216278067389811,0.001112649967324088,0.32162849630568574,0.000409318232165671,0.022348551361374994,0.008221462392457971,0.3216271985905161,0.003024516411494426
0.703125,Sadness,False,False,False,False,False,False,True,False,0.00703245673639308,0.0025870886775364453,0.10120355694169782,0.03723088523814192,0.10120233889523793,0.0003501177842890971,0.7478063858454402,0.0025871698812635294
0.7421875,Disgust,False,False,True,False,False,False,False,False,0.24980184228815563,0.0008641911762331951,0.6790355190305981,0.0003179108025506311,0.017357927525896665,0.03380075260241256,0.012435885564971974,0.006385971009181422
0.78125,Disgust,False,False,True,False,False,False,False,False,0.23335084437639247,0.0008072610117301367,0.6343152562525435,0.00029697234111171434,0.002194368183417527,0.08584170193396497,0.03158023508746081,0.011613360813378939
0.8203125,Disgust,False,False,True,False,False,False,False,False,0.034339485914055466,0.006486193613930869,0.689749794244019,0.00032292631343885426,0.006486190433787955,0.0023861438845175728,0.25374302929232334,0.006486236303926704
0.859375,Amusement,True,False,False,False,False,False,False,False,0.3603027354343397,0.00045853848184001844,0.1325478266911165,0.0012464318383561387,0.009210050739626963,0.13254493484147412,0.3603013149942587,0.003388166978987941
0.8984375,Amusement,True,False,False,False,False,False,False,False,0.6658868653702956,0.0008474408699442141,0.24496619243733686,0.00031175425178838227,0.002303584735592311,0.046269843823119036,0.03315224496683982,0.006262073545083857
0.9375,Disgust,False,False,True,False,False,False,False,False,0.09526482815486945,0.0008958633832013146,0.7039254211236697,0.0003295675352046573,0.0066195793480663505,0.09526468486829388,0.0024352095412695863,0.09526484604542498
0.9765625,Inspiration,False,False,False,False,True,False,False,False,0.007892648387049589,0.00039287391539355107,0.04177350976254976,0.0029029859301356728,0.8391149925553661,0.05830825858661125,0.041722971822496915,0.007891759040397003
1.015625,Fear,False,False,False,True,False,False,False,False,0.02228156471052365,0.0011092949895957587,0.02228197785000515,0.8716224308628971,0.015919182159413695,0.0011093161451581643,0.02228196264545173,0.04339427063695476
1.0546875,Inspiration,False,False,False,False,True,False,False,False,0.0009600880477908846,0.000960113568663319,0.10209234673173884,0.0009600798589604679,0.7543751905439237,0.1020806885744018,0.019284495549337095,0.019286997125183784
1.09375,Sadness,False,False,False,False,False,False,True,False,0.010009316049131977,0.0013545497863641576,0.14404092692038092,0.007171201284992534,0.001354549410153479,0.052986922339381216,0.39154503986013584,0.39153749434945984
1.1328125,Amusement,True,False,False,False,False,False,False,False,0.4175917258610205,0.0005314599534647844,0.4176000961212591,0.029018448681006486,0.05651448270943087,0.020789663992682793,0.05650946035093088,0.0014446623302046798
1.171875,Sadness,False,False,False,False,False,False,True,False,0.1013064665603783,0.007040858324112153,0.0025897067669807647,0.0009526988153106085,0.03726653609509974,0.0009526951466270694,0.7485808438829868,0.10131019440850457
1.2109375,Amusement,True,False,False,False,False,False,False,False,0.441185761340099,0.030657890922285155,0.011278048814460456,0.011280010312583097,0.4411894094774322,0.0041489190263318924,0.059698475543571564,0.000561484563236731
1.25,Inspiration,False,False,False,False,True,False,False,False,0.19032539477584526,0.004865236729431458,0.07001638813315329,0.0006584276294698312,0.5173572689025759,0.013224982356088794,0.1903257262236295,0.013226575249805798
1.2890625,Disgust,False,False,True,False,False,False,False,False,0.007572029888779495,0.10892143821767246,0.8049601681555698,0.0003768817037305285,0.040067476764310335,0.0027849621299529215,0.020580600013039876,0.014736443126944604
1.328125,Amusement,True,False,False,False,False,False,False,False,0.36212439943714736,0.0012527465927064945,0.36212558397510514,0.0034053157724231882,0.13321562975527812,0.003405323577294137,0.13321825441669302,0.0012527464733525589
1.3671875,Sadness,False,False,False,False,False,False,True,False,0.23523994153261182,0.002212120786996736,0.08653980580474145,0.00029937759477216525,0.031836040257613996,0.002212119125495844,0.6394484736438812,0.002212121253886813
1.40625,Sadness,False,False,False,False,False,False,True,False,0.23488317076367338,0.0008125597694843471,0.08640861298237637,0.0008125600620613211,0.03178783860104591,0.006004042293684502,0.6384786558736985,0.0008125596539755431
1.4453125,Sadness,False,False,False,False,False,False,True,False,0.09561149997900673,0.0024440291838522727,0.09561065061152209,0.0008991065772790361,0.09561130155909751,0.0024440138432838664,0.7064802914150952,0.0008991068308633506
1.484375,Inspiration,False,False,False,False,True,False,False,False,0.002816616272342759,0.002816771876890894,0.11018015153588188,0.04050662464936837,0.8141591112317911,0.007656441314026461,0.0010361620510560548,0.02082812106864236
1.5234375,Amusement,True,False,False,False,False,False,False,False,0.2405109711009955,0.2405113646359968,0.240514627410951,0.002261783511240752,0.002261754843777893,0.016712497957930804,0.016714912443139694,0.2405120880959676
1.5625,Tenderness,False,False,False,False,False,False,False,True,0.03619614187249783,0.09839189253435879,0.0025151561873979185,0.0009252713658832214,0.09839320041157533,0.00034038676240163724,0.03619479842043612,0.727043152445449
1.6015625,Inspiration,False,False,False,False,True,False,False,False,0.10016752234218589,0.018930900424247738,0.03685156014248792,0.002561198147691457,0.7402086708838299,0.0009420359443819325,0.09999155880490831,0.0003465533102667505
1.640625,Disgust,False,False,True,False,False,False,False,False,0.0018052066276746696,0.19065345671740283,0.5218125130269793,0.00490697944787302,0.1919583965537844,0.013338591246246792,0.004907030704420384,0.07061782567561863
1.6796875,Disgust,False,False,True,False,False,False,False,False,0.038531967170026056,0.0026774128647245,0.7739460088508596,0.00036234467460389083,0.0026773915093594577,0.038532299332250296,0.10474056333908721,0.03853201225908892
1.71875,Disgust,False,False,True,False,False,False,False,False,0.03698442475067598,0.0025698555289580313,0.7428561276085766,0.00034778899873426475,0.0025698410322663357,0.10053403555852124,0.10053386942631601,0.013604057095951437
1.7578125,Disgust,False,False,True,False,False,False,False,False,0.233349441078206,0.0008072556508833645,0.6343115025826441,0.0002969705493537027,0.00219434466822457,0.08584411263393144,0.03158009545823955,0.011616277378517411
1.796875,Disgust,False,False,True,False,False,False,False,False,0.2346759331286607,0.0008118429098943532,0.6379165497299107,0.0002986583116678733,0.002206821980948285,0.08633160524868506,0.03175933641623854,0.005999252273994636
1.8359375,Disgust,False,False,True,False,False,False,False,False,0.2333495395631217,0.0008072576846805707,0.634311916881857,0.0002969707997954949,0.002194348082978757,0.0858425125447378,0.03157993996777066,0.011617514475058034
1.875,Disgust,False,False,True,False,False,False,False,False,0.2333490166048957,0.0008072575548357115,0.6343112634014119,0.00029697049018295274,0.002194346190065754,0.08584370159898386,0.03157994284792335,0.01161750131170103
1.9140625,Disgust,False,False,True,False,False,False,False,False,0.2346758978640851,0.0008118436718367434,0.6379164496905467,0.0002986581863790448,0.0022068225318118886,0.08633111011400264,0.03175908040659289,0.006000137534744924
1.953125,Disgust,False,False,True,False,False,False,False,False,0.24920094320589878,0.0008620909763895401,0.6773994384852247,0.00031714328605517476,0.006370220439876703,0.04707303318827691,0.012406554363390134,0.006370576054887984
