time_sec,pred_label,Amusement,Anger,Disgust,Fear,Inspiration,Joy,Sadness,Tenderness,prob_Amusement,prob_Anger,prob_Disgust,prob_Fear,prob_Inspiration,prob_Joy,prob_Sadness,prob_Tenderness
0.0390625,Inspiration,False,False,False,False,True,False,False,False,0.08797569311783188,0.0022488980404039814,0.23914088317313495,0.00030434899134666786,0.6500620004326151,0.006113719073781108,0.011905607580040944,0.002248849590845397
0.078125,Amusement,True,False,False,False,False,False,False,False,0.6384812287771817,0.0008125748608225006,0.2348839247558318,0.0008125668559237847,0.08640591678223385,0.031786901494476216,0.006004317540741625,0.0008125689327885044
0.1171875,Amusement,True,False,False,False,False,False,False,False,0.6384794491724666,0.0008125850673992644,0.08640804322356307,0.0008125739148795192,0.23488367705770322,0.03178675204852056,0.006004344350518905,0.0008125751649489867
0.15625,Amusement,True,False,False,False,False,False,False,False,0.6384825982531184,0.0008126074679374958,0.08640824161564441,0.0008125805374330254,0.23488300218699412,0.031783437606645044,0.00600495240076826,0.0008125799314591748
0.1953125,Disgust,False,False,True,False,False,False,False,False,0.23488382082819123,0.0008126522641722422,0.6384803870743349,0.000812610087778829,0.08640738123409385,0.03178565331207298,0.0060048841492593725,0.0008126110500964898
0.234375,Inspiration,False,False,False,False,True,False,False,False,0.020050826829673695,0.003827817163284448,0.14919970673761676,0.0038164408494297847,0.40568334999518063,0.4056425035509247,0.010375423498889239,0.0014039313750008327
0.2734375,Inspiration,False,False,False,False,True,False,False,False,0.0752753298205032,0.2046418800966752,0.07527784225598205,0.0052459472493321295,0.5570038262023366,0.07537941105523192,0.005246395016785905,0.0019293683031529295
0.3125,Inspiration,False,False,False,False,True,False,False,False,0.10261380617005283,0.0009687203770436597,0.01960835576403994,0.007162317917593408,0.7594903971603267,0.007162483698362187,0.10263769225232322,0.0003562266602580753
0.3515625,Amusement,True,False,False,False,False,False,False,False,0.7543794703473504,0.0009615621085224173,0.10205165397248545,0.000353497237424503,0.10205492760878317,0.019323655784224042,0.007120428853815433,0.013754804087394686
0.390625,Amusement,True,False,False,False,False,False,False,False,0.6487188299033013,0.006122511277258916,0.23856793509077776,0.0003039934078755226,0.08772261613158688,0.006121715384182949,0.011615717960563205,0.0008266808444534134
0.4296875,Inspiration,False,False,False,False,True,False,False,False,0.07739292287104842,0.077341992503551,0.21020928441091183,0.04136468366507348,0.5728438177529354,0.014710968852404263,0.005405604368587561,0.0007307255754882185
0.46875,Anger,False,True,False,False,False,False,False,False,0.23701895477201218,0.6441186515725332,0.011746201037105388,0.002234211890622354,0.08710102421134809,0.0008214103213622377,0.016657397352706643,0.0003021488423097541
0.5078125,Amusement,True,False,False,False,False,False,False,False,0.7615876431955079,0.002636680025727893,0.10302896644648135,0.0003567056296629763,0.10303164318412476,0.0072400873784639825,0.0026375371715497233,0.019480736968481495
0.546875,Amusement,True,False,False,False,False,False,False,False,0.6744621385814811,0.0008590425302911558,0.2480351170558184,0.0008588328551719462,0.03356068663382343,0.03354008626823845,0.0023360968366062536,0.006347999238569284
0.5859375,Amusement,True,False,False,False,False,False,False,False,0.6745387291791346,0.0008592443861774283,0.03353443685458109,0.0023355044879258525,0.24796129938350467,0.0335543095954849,0.006357299478759521,0.0008591766344319234
