time_sec,pred_label,Amusement,Anger,Disgust,Fear,Inspiration,Joy,Sadness,Tenderness,prob_Amusement,prob_Anger,prob_Disgust,prob_Fear,prob_Inspiration,prob_Joy,prob_Sadness,prob_Tenderness
0.0390625,Fear,False,False,False,True,False,False,False,False,0.010725383063165757,0.001451548941586256,0.08079424552715887,0.41949629821670575,0.056766500873518824,0.4195050002713395,0.010727090366218089,0.0005339327403069028
0.078125,Inspiration,False,False,False,False,True,False,False,False,0.020504994941892656,0.00037547855232164106,0.007617931744349593,0.10851886522200375,0.8018773927622543,0.0010206176016628456,0.02051544075644466,0.03956927841907056
0.1171875,Inspiration,False,False,False,False,True,False,False,False,0.0015396679818756374,0.163586742439618,0.16354096139521396,0.001539965832548074,0.44470266114232637,0.16339967292831123,0.0015396694698410255,0.06015065881026575
0.15625,Tenderness,False,False,False,False,False,False,False,True,0.19693105017507265,0.196899230245464,0.0006821326038765992,0.005060472659415729,0.013708691158742743,0.037323567611493386,0.013832863073259274,0.5355619924726757
0.1953125,Inspiration,False,False,False,False,True,False,False,False,0.07835432526368563,0.2129790442664478,0.014877910127773415,0.0020051570250581917,0.579165845396607,0.02883887719487989,0.005451372388288113,0.07832746833726012
0.234375,Amusement,True,False,False,False,False,False,False,False,0.8152403492642327,0.007674040408538038,0.040581808499526965,0.001037808226842946,0.014893460341005572,0.11007648204967743,0.007674009484660344,0.0028220417255158917
0.2734375,Joy,False,False,False,False,False,True,False,False,0.0299679136118317,0.04190512746887354,0.08135488039258447,0.002083342949319368,0.22146931940556794,0.6021427191202949,0.015396661344532289,0.00568003570699587
0.3125,Disgust,False,False,True,False,False,False,False,False,0.15131820814317037,0.003870812433283224,0.41134883536272276,0.0038685744022473596,0.010517087024320719,0.4113374719046604,0.0038688927400798933,0.0038701179895151323
0.3515625,Amusement,True,False,False,False,False,False,False,False,0.431331348231487,0.0014925715430011677,0.43134219391347234,0.004056753844411221,0.058357387181928934,0.011028975603334143,0.004056741083480261,0.058334028598884986
0.390625,Amusement,True,False,False,False,False,False,False,False,0.4332082311619927,0.004076342639727653,0.4332375141502745,0.004074515119003756,0.05863046364004367,0.058623498373571246,0.004074580856722224,0.0040748540586640816
0.4296875,Disgust,False,False,True,False,False,False,False,False,0.08336959724243377,0.01576218996228246,0.6162080891458075,0.005795188926133453,0.030671862562613908,0.2266407619489254,0.005795474887058407,0.015756835324745262
0.46875,Disgust,False,False,True,False,False,False,False,False,0.21738225275574674,0.005558173404773448,0.5909692546268469,0.015108367225336782,0.07991507928722022,0.005558242187405587,0.0055577569734714515,0.07995087353919884
0.5078125,Amusement,True,False,False,False,False,False,False,False,0.5478200905273342,0.01400860372505136,0.20155825312019965,0.014007580186720861,0.20154628693004686,0.005153277526727593,0.0018955930594735265,0.014010314924446024
0.546875,Disgust,False,False,True,False,False,False,False,False,0.07372613337146072,0.00995539914305214,0.3893580341763978,0.02706468792728586,0.38931560469019755,0.07356508460895622,0.009954246126065233,0.027060809956584272
0.5859375,Disgust,False,False,True,False,False,False,False,False,0.09323964019829248,0.006496376058913366,0.6907246147640415,0.01766159468242918,0.09345733842765318,0.048005559590593695,0.0023898385414871234,0.04802503773658957
0.625,Inspiration,False,False,False,False,True,False,False,False,0.19167192421067983,0.013326075750769299,0.19174038488400544,0.07052309132991748,0.5211314964663273,0.004901775501042747,0.004901859991540403,0.0018033918657176335
0.6640625,Amusement,True,False,False,False,False,False,False,False,0.28222704536935866,0.019628291990756955,0.28239685291013056,0.10387046943384647,0.2823738737166734,0.019627096903731284,0.007220118048262865,0.0026562516272397637
0.703125,Disgust,False,False,True,False,False,False,False,False,0.054522956721959386,0.0027140334721797886,0.28852776770644367,0.2884627617734631,0.28847401922326127,0.05452411033298341,0.0027144302016046005,0.02005992056810484
0.7421875,Fear,False,False,False,True,False,False,False,False,0.002842922981064627,0.0010452196067944205,0.11111144983080236,0.820964628292882,0.04086472440596595,0.007722885165207538,0.007724042328650208,0.007724127388633002
0.78125,Fear,False,False,False,True,False,False,False,False,0.0955700676130679,0.0008996449382330433,0.09560820644822689,0.7065243482286805,0.09560761402763435,0.0024451103791206094,0.0008995798062932512,0.0024454285587435214
0.8203125,Inspiration,False,False,False,False,True,False,False,False,0.0008336107823318059,0.0008336160076017762,0.24069411943686486,0.08856099138011223,0.654473635521258,0.006175005315680371,0.0061629535590154785,0.002266067997135459
0.859375,Fear,False,False,False,True,False,False,False,False,0.0013828713093235593,0.001382492089833305,0.1465995241354424,0.3991907082021912,0.3991182017699379,0.019857586270821674,0.02870884824172251,0.0037597679807275623
0.8984375,Joy,False,False,False,False,False,True,False,False,0.007759642997160305,0.002845770307821095,0.001046468501233442,0.11083941914598819,0.007751789127370677,0.8211820436740193,0.00774326511781509,0.04083160112859189
0.9375,Tenderness,False,False,False,False,False,False,False,True,0.006652206652358019,0.006670853449084797,0.006659419074366347,0.0003310860866953202,0.006651196958407403,0.2599151051058296,0.0066562615438257745,0.7064638711294327
0.9765625,Tenderness,False,False,False,False,False,False,False,True,0.042093267919631194,0.028123284606099613,0.08153052590051586,0.0020896926844003795,0.015446222510570876,0.221883425944768,0.005680805672202785,0.6031527747618113
1.015625,Disgust,False,False,True,False,False,False,False,False,0.023080893540435878,0.04323340387173492,0.3315173363072302,0.003123059280248269,0.1219941910665015,0.3319059642059034,0.023087108478610275,0.12205804324933556
1.0546875,Disgust,False,False,True,False,False,False,False,False,0.019648052599280954,0.10327841312165682,0.282352632106512,0.002658694125996401,0.01969076360147146,0.28258121163873867,0.007236121621644887,0.2825541111846987
1.09375,Disgust,False,False,True,False,False,False,False,False,0.01599886346181348,0.01602980750795196,0.6255235123452824,0.005886124273707318,0.016001939891980437,0.08460462113512102,0.005885106115067125,0.23007002526907647
1.1328125,Disgust,False,False,True,False,False,False,False,False,0.005666455414659476,0.01541398380017489,0.6022468064307095,0.029761677833521672,0.22147268040833556,0.04187615062540261,0.002084377874299547,0.0814778676128968
1.171875,Disgust,False,False,True,False,False,False,False,False,0.0022586352698995226,0.03230542286423556,0.6526354216910972,0.01669363977500566,0.08821887697492606,0.03240428462003148,0.08719582719207268,0.08828789161273178
1.2109375,Disgust,False,False,True,False,False,False,False,False,0.01668890166081824,0.04541535218254423,0.6523720420739088,0.016772332337316575,0.006138681155279502,0.006151041864339908,0.01669651469841118,0.2397651340273816
1.25,Disgust,False,False,True,False,False,False,False,False,0.02132849400879247,0.02133099213591525,0.30682027870884887,0.30675626753168694,0.30673437261490843,0.00784519134803012,0.007845111867355882,0.021339291784461957
1.2890625,Inspiration,False,False,False,False,True,False,False,False,0.007169170904388797,0.0026357632958204417,0.10307019340748232,0.10304645149353057,0.7616021781933258,0.0003566670557054271,0.0026357442895429024,0.019483831360203725
1.328125,Disgust,False,False,True,False,False,False,False,False,0.02354760648151117,0.023566170975959724,0.33866853265682445,0.12450195705581185,0.12455916964992525,0.023559867918876293,0.33840942772591964,0.003187267535171591
1.3671875,Inspiration,False,False,False,False,True,False,False,False,0.037052836042030336,0.005014390414343694,0.19600809612893533,0.026488010602582754,0.5327837641218585,0.0050130877835460825,0.0018444185606899019,0.1957953963460136
1.40625,Amusement,True,False,False,False,False,False,False,False,0.3602759187936561,0.003390702988183878,0.1325124931893661,0.13251225438689815,0.3603817344919723,0.0004587886924268604,0.0012473201683689066,0.009220787289127825
1.4453125,Anger,False,True,False,False,False,False,False,False,0.07533596568736281,0.2874566504242001,0.0052479276209535675,0.027724046367826962,0.5575949728742924,0.005249491686927109,0.039460777129823925,0.0019301682086130863
1.484375,Sadness,False,False,False,False,False,False,True,False,0.11428918145251173,0.005668191409959587,0.015404516200205937,0.005666368136336386,0.22150252644590523,0.029960361084820676,0.6018368357282392,0.005672019542021161
1.5234375,Amusement,True,False,False,False,False,False,False,False,0.6560074456154299,0.002273137698610971,0.006233054035461306,0.08875383605804334,0.24135331284175207,0.002271779993193877,0.000835649236081168,0.002271784521427367
1.5625,Amusement,True,False,False,False,False,False,False,False,0.6749567211884617,0.00031627990168053925,0.006353803715834872,0.050537618571656416,0.24833944870404343,0.012281508837152528,0.006354952192469647,0.0008596668887007985
